Year,Month,Region,Dry,Temp,Above 35,Burnoff,Hectares,Region Hectares,HectarePerc,Bushfire,Severe Bushfire
1992,2,10,1,28,1,0,338390,"1,000,000",0.34,0,1
1993,2,10,3,31,0,0,97697,"1,000,000",0.1,0,0
1994,2,10,3,33,0,0,455856,"1,000,000",0.46,0,1
1995,2,10,2,32,0,1,112631,"1,000,000",0.11,0,0
1996,2,10,5,26,0,0,186855,"1,000,000",0.19,1,0
1997,2,10,2,30,1,0,471937,"1,000,000",0.47,0,0
1998,2,10,1,20,1,1,260557,"1,000,000",0.26,0,0
1999,2,10,2,37,1,0,323701,"1,000,000",0.32,0,0
2000,2,10,4,37,1,0,283378,"1,000,000",0.28,0,0
2001,2,10,5,22,1,1,406476,"1,000,000",0.41,0,0
2002,2,10,1,36,1,1,338959,"1,000,000",0.34,0,0
2003,2,10,1,25,1,1,425350,"1,000,000",0.43,1,1
2004,2,10,1,34,0,1,334398,"1,000,000",0.33,1,1
2005,2,10,2,22,1,0,71437,"1,000,000",0.07,1,0
2006,2,10,4,36,1,1,109573,"1,000,000",0.11,1,1
2007,2,10,2,32,0,1,256532,"1,000,000",0.26,0,0
2008,2,10,4,25,0,1,336607,"1,000,000",0.34,0,0
2009,2,10,3,26,1,1,56716,"1,000,000",0.06,1,1
2010,2,10,3,40,0,1,343753,"1,000,000",0.34,1,1
2011,2,10,4,40,1,1,421451,"1,000,000",0.42,1,1
2012,2,10,3,38,1,0,374031,"1,000,000",0.37,0,0
2013,2,10,3,20,1,1,197439,"1,000,000",0.2,0,0
2014,2,10,3,37,1,0,329654,"1,000,000",0.33,1,0
2015,2,10,1,29,1,0,40828,"1,000,000",0.04,1,1
2016,2,10,2,25,0,0,484926,"1,000,000",0.48,0,0
1955,3,10,2,32,0,1,496304,"1,000,000",0.5,0,1
1956,3,10,5,30,1,0,421082,"1,000,000",0.42,0,0
1957,3,10,3,32,1,0,325515,"1,000,000",0.33,1,1
1958,3,10,2,26,0,0,301927,"1,000,000",0.3,0,1
1959,3,10,1,29,1,1,406821,"1,000,000",0.41,0,1
1960,3,10,4,31,0,1,460281,"1,000,000",0.46,0,1
1961,3,10,3,32,1,0,222673,"1,000,000",0.22,1,1
1962,3,10,5,34,1,1,413545,"1,000,000",0.41,0,1
1963,3,10,5,20,0,1,214937,"1,000,000",0.21,1,0
1964,3,10,1,27,0,1,340105,"1,000,000",0.34,1,1
1965,3,10,1,23,0,1,344837,"1,000,000",0.34,1,0
1966,3,10,3,24,0,0,497097,"1,000,000",0.5,0,1
1967,3,10,3,31,0,1,425378,"1,000,000",0.43,0,1
1968,3,10,5,31,0,1,101328,"1,000,000",0.1,1,0
1969,3,10,2,20,1,1,252720,"1,000,000",0.25,1,0
1970,3,10,3,20,1,1,204890,"1,000,000",0.2,0,1
1971,3,10,2,27,0,0,28774,"1,000,000",0.03,1,0
1972,3,10,4,38,1,1,394979,"1,000,000",0.39,1,0
1973,3,10,4,27,0,1,7112,"1,000,000",0.01,1,1
1974,3,10,5,28,0,0,59366,"1,000,000",0.06,1,1
1975,3,10,5,20,0,0,276764,"1,000,000",0.28,1,1
1976,3,10,2,32,0,1,324339,"1,000,000",0.32,1,0
1977,3,10,4,27,1,0,126155,"1,000,000",0.13,1,1
1978,3,10,2,38,1,0,195094,"1,000,000",0.2,0,0
1979,3,10,2,39,0,1,41410,"1,000,000",0.04,1,0
1980,3,10,4,32,1,1,383258,"1,000,000",0.38,0,1
1981,3,10,1,26,0,0,446084,"1,000,000",0.45,0,0
1982,3,10,4,27,1,1,220133,"1,000,000",0.22,0,0
1983,3,10,2,32,1,1,61597,"1,000,000",0.06,1,0
1984,3,10,4,36,0,0,125663,"1,000,000",0.13,0,0
1985,3,10,4,25,1,1,106652,"1,000,000",0.11,0,1
1986,3,10,3,27,0,1,222210,"1,000,000",0.22,1,1
1987,3,10,1,22,1,1,203020,"1,000,000",0.2,0,1
1988,3,10,2,23,0,1,235280,"1,000,000",0.24,1,1
1989,3,10,2,21,0,0,195784,"1,000,000",0.2,1,0
1990,3,10,2,21,1,0,375295,"1,000,000",0.38,1,0
1991,3,10,5,32,1,1,477478,"1,000,000",0.48,0,0
1992,3,10,5,32,1,0,100218,"1,000,000",0.1,0,0
1993,3,10,3,26,1,1,152612,"1,000,000",0.15,0,1
1994,3,10,2,29,0,0,144353,"1,000,000",0.14,0,1
1995,3,10,5,36,1,1,483178,"1,000,000",0.48,1,1
1996,3,10,1,35,1,1,165721,"1,000,000",0.17,0,0
1997,3,10,5,37,1,1,23289,"1,000,000",0.02,1,1
1998,3,10,2,27,0,0,492990,"1,000,000",0.49,0,0
1999,3,10,3,21,0,0,145488,"1,000,000",0.15,0,0
2000,3,10,2,25,1,1,443230,"1,000,000",0.44,0,0
2001,3,10,5,31,1,1,351213,"1,000,000",0.35,1,0
2002,3,10,1,38,0,0,159482,"1,000,000",0.16,0,1
2003,3,10,1,24,1,1,82074,"1,000,000",0.08,1,1
2004,3,10,1,40,1,1,313351,"1,000,000",0.31,0,0
2005,3,10,1,31,1,1,206543,"1,000,000",0.21,0,0
2006,3,10,3,23,1,1,196697,"1,000,000",0.2,0,1
2007,3,10,1,20,1,1,345790,"1,000,000",0.35,0,1
2008,3,10,3,29,0,1,48621,"1,000,000",0.05,0,1
2009,3,10,5,32,1,0,18290,"1,000,000",0.02,0,1
2010,3,10,4,35,0,1,455364,"1,000,000",0.46,1,0
2011,3,10,1,28,0,0,208766,"1,000,000",0.21,1,1
2012,3,10,1,33,0,1,371210,"1,000,000",0.37,0,1
2013,3,10,2,35,0,1,408885,"1,000,000",0.41,0,0
2014,3,10,3,40,1,0,307968,"1,000,000",0.31,1,1
2015,3,10,3,40,1,0,342600,"1,000,000",0.34,0,1
2016,3,10,4,39,0,0,27257,"1,000,000",0.03,1,0
1955,4,10,3,31,1,0,15326,"1,000,000",0.02,0,0
1956,4,10,3,40,0,1,269893,"1,000,000",0.27,1,1
1957,4,10,2,33,0,0,284608,"1,000,000",0.28,0,0
1958,4,10,3,22,0,0,145847,"1,000,000",0.15,0,1
1959,4,10,3,36,0,0,62453,"1,000,000",0.06,1,0
1960,4,10,1,22,0,0,265744,"1,000,000",0.27,0,1
1961,4,10,4,39,1,1,57759,"1,000,000",0.06,0,0
1962,4,10,5,26,1,0,411083,"1,000,000",0.41,1,1
1963,4,10,2,33,0,1,140558,"1,000,000",0.14,0,1
1964,4,10,5,40,1,1,396254,"1,000,000",0.4,0,0
1965,4,10,5,39,1,0,218852,"1,000,000",0.22,1,0
1966,4,10,3,25,1,0,497306,"1,000,000",0.5,0,1
1967,4,10,2,25,0,0,17427,"1,000,000",0.02,1,0
1968,4,10,4,31,1,0,233764,"1,000,000",0.23,1,0
1969,4,10,5,34,1,0,393592,"1,000,000",0.39,0,0
1970,4,10,1,23,0,0,273840,"1,000,000",0.27,1,1
1971,4,10,2,38,0,0,162667,"1,000,000",0.16,1,0
1972,4,10,4,38,0,1,376538,"1,000,000",0.38,1,1
1973,4,10,2,32,0,0,218708,"1,000,000",0.22,0,0
1974,4,10,1,20,1,1,297308,"1,000,000",0.3,0,0
1975,4,10,3,27,1,0,481810,"1,000,000",0.48,0,1
1976,4,10,2,31,1,0,303124,"1,000,000",0.3,1,1
1977,4,10,2,40,0,0,380949,"1,000,000",0.38,0,0
1978,4,10,3,21,1,1,211662,"1,000,000",0.21,1,0
1979,4,10,5,22,1,0,112388,"1,000,000",0.11,1,0
1980,4,10,4,33,0,1,495065,"1,000,000",0.5,0,0
1981,4,10,4,34,1,0,218078,"1,000,000",0.22,0,1
1982,4,10,1,31,0,1,79802,"1,000,000",0.08,0,1
1983,4,10,5,37,1,1,25712,"1,000,000",0.03,0,0
1984,4,10,1,32,1,0,385345,"1,000,000",0.39,1,0
1985,4,10,4,32,1,0,220324,"1,000,000",0.22,1,1
1986,4,10,2,28,1,0,337551,"1,000,000",0.34,0,1
1987,4,10,5,22,0,1,164557,"1,000,000",0.16,1,0
1988,4,10,3,27,0,0,103772,"1,000,000",0.1,1,0
1989,4,10,3,36,1,0,405938,"1,000,000",0.41,1,0
1990,4,10,5,36,0,1,386509,"1,000,000",0.39,0,0
1991,4,10,2,32,0,1,187143,"1,000,000",0.19,0,0
1992,4,10,1,32,1,1,353798,"1,000,000",0.35,1,0
1993,4,10,4,26,1,0,33365,"1,000,000",0.03,0,0
1994,4,10,2,22,0,0,18222,"1,000,000",0.02,1,1
1995,4,10,1,33,1,1,130841,"1,000,000",0.13,0,1
1996,4,10,3,21,1,0,71532,"1,000,000",0.07,1,0
1997,4,10,5,29,0,0,41162,"1,000,000",0.04,1,1
1998,4,10,1,23,0,1,496342,"1,000,000",0.5,0,1
1999,4,10,4,29,0,1,60845,"1,000,000",0.06,1,0
2000,4,10,5,40,0,1,407296,"1,000,000",0.41,1,1
2001,4,10,1,33,0,1,349104,"1,000,000",0.35,0,0
2002,4,10,5,36,0,0,306022,"1,000,000",0.31,0,1
2003,4,10,3,24,1,1,262564,"1,000,000",0.26,0,1
2004,4,10,3,32,1,1,2624,"1,000,000",0,1,1
2005,4,10,2,34,0,0,313416,"1,000,000",0.31,1,0
2006,4,10,4,26,0,0,139380,"1,000,000",0.14,0,1
2007,4,10,1,23,0,0,158643,"1,000,000",0.16,0,0
2008,4,10,2,37,0,1,373593,"1,000,000",0.37,0,1
2009,4,10,1,20,1,1,39296,"1,000,000",0.04,0,1
2010,4,10,4,30,0,1,30401,"1,000,000",0.03,0,1
2011,4,10,1,36,0,1,329498,"1,000,000",0.33,0,1
2012,4,10,5,20,1,0,440775,"1,000,000",0.44,0,0
2013,4,10,3,23,0,1,136544,"1,000,000",0.14,1,0
2014,4,10,1,27,0,1,422845,"1,000,000",0.42,0,1
2015,4,10,2,28,0,1,464261,"1,000,000",0.46,0,0
2016,4,10,5,32,0,1,188746,"1,000,000",0.19,0,1
1955,5,10,4,26,0,1,232069,"1,000,000",0.23,1,0
1956,5,10,4,24,1,0,5222,"1,000,000",0.01,0,0
1957,5,10,4,36,1,1,196586,"1,000,000",0.2,1,1
1958,5,10,1,28,1,0,365351,"1,000,000",0.37,1,0
1959,5,10,5,28,1,0,168817,"1,000,000",0.17,0,1
1960,5,10,1,34,0,1,214850,"1,000,000",0.21,0,1
1961,5,10,1,28,1,1,329665,"1,000,000",0.33,0,1
1962,5,10,1,28,0,0,399726,"1,000,000",0.4,1,0
1963,5,10,1,28,1,1,395373,"1,000,000",0.4,1,1
1964,5,10,4,35,0,1,43614,"1,000,000",0.04,1,1
1965,5,10,4,34,0,0,153588,"1,000,000",0.15,1,1
1966,5,10,4,36,0,1,230339,"1,000,000",0.23,0,0
1967,5,10,4,39,1,1,240528,"1,000,000",0.24,1,0
1968,5,10,2,38,1,1,125344,"1,000,000",0.13,0,1
1969,5,10,4,21,1,1,445554,"1,000,000",0.45,1,0
1970,5,10,1,22,1,0,159690,"1,000,000",0.16,0,1
1971,5,10,1,24,0,1,208614,"1,000,000",0.21,0,1
1972,5,10,3,31,1,1,264984,"1,000,000",0.26,1,0
1973,5,10,3,22,0,1,157721,"1,000,000",0.16,1,1
1974,5,10,3,28,1,0,105713,"1,000,000",0.11,0,1
1975,5,10,2,25,0,0,311659,"1,000,000",0.31,1,1
1976,5,10,1,23,1,1,452778,"1,000,000",0.45,0,0
1977,5,10,5,37,1,1,183346,"1,000,000",0.18,1,0
1978,5,10,3,40,1,0,55658,"1,000,000",0.06,1,0
1979,5,10,2,37,1,0,296209,"1,000,000",0.3,1,0
1980,5,10,4,32,1,0,356259,"1,000,000",0.36,1,1
1981,5,10,4,30,1,1,345305,"1,000,000",0.35,1,0
1982,5,10,2,40,1,0,191684,"1,000,000",0.19,0,0
1983,5,10,3,39,0,0,323664,"1,000,000",0.32,1,1
1984,5,10,2,35,0,1,495690,"1,000,000",0.5,1,1
1985,5,10,5,31,1,1,71670,"1,000,000",0.07,0,1
1986,5,10,2,23,1,1,319235,"1,000,000",0.32,1,1
1987,5,10,4,27,0,0,333234,"1,000,000",0.33,0,1
1988,5,10,3,20,1,1,40571,"1,000,000",0.04,0,0
1989,5,10,3,31,0,0,195448,"1,000,000",0.2,0,1
1990,5,10,4,20,0,0,129918,"1,000,000",0.13,0,1
1991,5,10,5,34,0,1,64244,"1,000,000",0.06,0,1
1992,5,10,4,32,0,0,356930,"1,000,000",0.36,0,1
1993,5,10,2,23,1,0,212217,"1,000,000",0.21,0,1
1994,5,10,3,25,0,1,219273,"1,000,000",0.22,1,1
1995,5,10,3,22,1,1,458358,"1,000,000",0.46,1,1
1996,5,10,3,37,0,1,277474,"1,000,000",0.28,0,0
1997,5,10,3,37,1,1,269024,"1,000,000",0.27,1,0
1998,5,10,1,40,1,0,412410,"1,000,000",0.41,0,1
1999,5,10,2,32,1,1,253149,"1,000,000",0.25,0,0
2000,5,10,1,31,1,1,140908,"1,000,000",0.14,0,0
2001,5,10,5,30,0,1,436061,"1,000,000",0.44,1,1
2002,5,10,2,39,1,0,150367,"1,000,000",0.15,0,0
2003,5,10,2,32,0,1,349637,"1,000,000",0.35,1,1
2004,5,10,1,21,0,1,439544,"1,000,000",0.44,1,1
2005,5,10,5,20,1,1,428531,"1,000,000",0.43,1,1
2006,5,10,4,24,1,1,367255,"1,000,000",0.37,1,1
2007,5,10,5,24,1,1,207920,"1,000,000",0.21,1,1
2008,5,10,3,31,1,1,215049,"1,000,000",0.22,0,0
2009,5,10,4,24,1,0,435989,"1,000,000",0.44,1,0
2010,5,10,2,35,0,0,2683,"1,000,000",0,1,0
2011,5,10,5,40,0,0,221435,"1,000,000",0.22,0,1
2012,5,10,5,35,1,0,441111,"1,000,000",0.44,1,1
2013,5,10,5,35,0,1,486922,"1,000,000",0.49,1,0
2014,5,10,2,23,1,1,376772,"1,000,000",0.38,0,1
2015,5,10,1,39,1,0,72025,"1,000,000",0.07,0,0
1955,6,10,4,34,0,0,61127,"1,000,000",0.06,1,0
1956,6,10,5,35,0,0,224994,"1,000,000",0.22,1,1
1957,6,10,3,24,0,0,319208,"1,000,000",0.32,0,0
1958,6,10,2,25,0,1,77095,"1,000,000",0.08,0,1
1959,6,10,4,39,0,1,79141,"1,000,000",0.08,0,1
1960,6,10,5,30,0,0,103065,"1,000,000",0.1,0,0
1961,6,10,2,28,0,0,360665,"1,000,000",0.36,0,0
1962,6,10,4,34,1,1,367764,"1,000,000",0.37,0,1
1963,6,10,2,35,0,1,144995,"1,000,000",0.14,1,1
1964,6,10,1,34,0,1,431461,"1,000,000",0.43,0,0
1965,6,10,5,28,0,1,162900,"1,000,000",0.16,1,0
1966,6,10,3,24,0,1,225984,"1,000,000",0.23,0,1
1967,6,10,3,21,0,1,365032,"1,000,000",0.37,1,0
1968,6,10,5,39,0,0,185081,"1,000,000",0.19,0,0
1969,6,10,1,21,1,1,162804,"1,000,000",0.16,0,1
1970,6,10,1,28,0,1,7981,"1,000,000",0.01,0,0
1971,6,10,4,31,1,1,18185,"1,000,000",0.02,1,0
1972,6,10,1,34,0,0,268796,"1,000,000",0.27,1,1
1973,6,10,4,23,0,1,255719,"1,000,000",0.26,0,0
1974,6,10,5,24,0,0,2409,"1,000,000",0,0,0
1975,6,10,5,31,0,1,376017,"1,000,000",0.38,1,1
1976,6,10,4,36,0,0,243138,"1,000,000",0.24,0,0
1977,6,10,4,29,0,1,314861,"1,000,000",0.31,0,1
1978,6,10,4,35,0,0,330961,"1,000,000",0.33,0,0
1979,6,10,2,40,0,0,247969,"1,000,000",0.25,1,0
1980,6,10,2,23,0,0,28415,"1,000,000",0.03,1,0
1981,6,10,2,35,1,1,445705,"1,000,000",0.45,0,1
1982,6,10,5,25,0,1,67489,"1,000,000",0.07,0,0
1983,6,10,3,37,0,1,224872,"1,000,000",0.22,1,1
1984,6,10,3,26,1,1,440925,"1,000,000",0.44,0,0
1985,6,10,2,40,1,1,183174,"1,000,000",0.18,0,0
1986,6,10,3,23,1,1,404396,"1,000,000",0.4,0,1
1987,6,10,2,28,1,1,100218,"1,000,000",0.1,1,1
1988,6,10,4,25,1,1,338363,"1,000,000",0.34,0,1
1989,6,10,1,23,1,0,233983,"1,000,000",0.23,1,0
1990,6,10,3,32,1,0,434770,"1,000,000",0.43,0,0
1991,6,10,5,20,1,0,8206,"1,000,000",0.01,0,1
1992,6,10,2,23,1,1,29732,"1,000,000",0.03,0,0
1993,6,10,3,24,1,0,170589,"1,000,000",0.17,0,1
1994,6,10,5,32,1,1,390323,"1,000,000",0.39,1,1
1995,6,10,5,32,1,0,44979,"1,000,000",0.04,1,0
1996,6,10,5,26,1,0,201561,"1,000,000",0.2,0,0
1997,6,10,2,36,0,0,62885,"1,000,000",0.06,1,1
1998,6,10,4,24,1,1,358559,"1,000,000",0.36,1,1
1999,6,10,1,40,1,0,18941,"1,000,000",0.02,1,0
2000,6,10,1,35,1,0,151489,"1,000,000",0.15,0,1
2001,6,10,2,27,0,0,280374,"1,000,000",0.28,0,1
2002,6,10,2,23,0,0,163084,"1,000,000",0.16,1,0
2003,6,10,1,21,0,1,223943,"1,000,000",0.22,0,1
2004,6,10,3,23,1,1,294838,"1,000,000",0.29,1,1
2005,6,10,1,34,0,0,78629,"1,000,000",0.08,0,0
2006,6,10,2,24,1,1,169115,"1,000,000",0.17,1,0
2007,6,10,5,31,1,1,147928,"1,000,000",0.15,1,0
2008,6,10,4,24,1,1,56025,"1,000,000",0.06,0,0
2009,6,10,1,31,1,1,142623,"1,000,000",0.14,0,0
2010,6,10,4,33,1,0,429813,"1,000,000",0.43,1,1
2011,6,10,3,38,1,1,364428,"1,000,000",0.36,0,1
2012,6,10,2,26,1,1,372050,"1,000,000",0.37,0,0
2013,6,10,2,36,0,0,131586,"1,000,000",0.13,0,1
2014,6,10,1,28,0,1,216036,"1,000,000",0.22,1,1
2015,6,10,4,24,0,0,473110,"1,000,000",0.47,1,1
1955,7,10,5,29,1,0,467054,"1,000,000",0.47,0,1
1956,7,10,1,40,0,1,492410,"1,000,000",0.49,1,0
1957,7,10,4,28,1,1,100799,"1,000,000",0.1,0,0
1958,7,10,4,24,0,0,474729,"1,000,000",0.47,0,1
1959,7,10,5,36,1,0,144876,"1,000,000",0.14,1,0
1960,7,10,3,25,0,0,99525,"1,000,000",0.1,0,1
1961,7,10,3,35,1,0,130018,"1,000,000",0.13,0,1
1962,7,10,3,25,0,1,493771,"1,000,000",0.49,1,1
1963,7,10,3,21,0,0,305064,"1,000,000",0.31,0,1
1964,7,10,4,36,1,1,475659,"1,000,000",0.48,0,0
1965,7,10,4,26,0,1,68800,"1,000,000",0.07,1,1
1966,7,10,4,22,1,0,405689,"1,000,000",0.41,0,0
1967,7,10,2,36,0,1,185255,"1,000,000",0.19,1,0
1968,7,10,4,39,1,0,217053,"1,000,000",0.22,1,0
1969,7,10,4,36,1,0,264182,"1,000,000",0.26,0,1
1970,7,10,4,39,0,0,362308,"1,000,000",0.36,1,1
1971,7,10,5,22,1,0,457323,"1,000,000",0.46,0,1
1972,7,10,5,23,1,1,471509,"1,000,000",0.47,0,0
1973,7,10,5,29,1,0,217310,"1,000,000",0.22,1,0
1974,7,10,4,34,1,1,209502,"1,000,000",0.21,1,0
1975,7,10,4,20,1,0,221620,"1,000,000",0.22,1,0
1976,7,10,3,34,1,1,388080,"1,000,000",0.39,0,1
1977,7,10,3,30,0,0,218935,"1,000,000",0.22,0,1
1978,7,10,3,23,0,0,437164,"1,000,000",0.44,0,0
1979,7,10,1,36,0,1,163650,"1,000,000",0.16,1,1
1980,7,10,2,22,1,0,262817,"1,000,000",0.26,1,0
1981,7,10,1,20,1,1,74568,"1,000,000",0.07,1,0
1982,7,10,1,39,1,0,389631,"1,000,000",0.39,0,1
1983,7,10,3,30,1,0,9991,"1,000,000",0.01,1,1
1984,7,10,2,35,0,1,299087,"1,000,000",0.3,1,0
1985,7,10,1,25,0,0,99446,"1,000,000",0.1,0,0
1986,7,10,3,21,0,0,27935,"1,000,000",0.03,1,0
1987,7,10,3,26,1,1,353481,"1,000,000",0.35,0,1
1988,7,10,5,25,0,1,383510,"1,000,000",0.38,0,1
1989,7,10,1,29,1,0,287825,"1,000,000",0.29,0,0
1990,7,10,5,32,0,1,72020,"1,000,000",0.07,0,1
1991,7,10,5,24,0,1,476422,"1,000,000",0.48,0,0
1992,7,10,1,22,1,1,305550,"1,000,000",0.31,1,0
1993,7,10,3,21,1,1,365289,"1,000,000",0.37,0,0
1994,7,10,3,38,0,0,341933,"1,000,000",0.34,1,1
1995,7,10,5,29,0,1,297651,"1,000,000",0.3,1,1
1996,7,10,1,40,0,1,243191,"1,000,000",0.24,0,1
1997,7,10,3,21,1,1,48770,"1,000,000",0.05,1,1
1998,7,10,1,38,0,1,53659,"1,000,000",0.05,1,0
1999,7,10,4,33,0,1,213967,"1,000,000",0.21,0,1
2000,7,10,4,28,1,0,386871,"1,000,000",0.39,0,1
2001,7,10,5,32,0,0,425467,"1,000,000",0.43,0,1
2002,7,10,2,37,0,1,439017,"1,000,000",0.44,0,0
2003,7,10,3,32,1,0,469374,"1,000,000",0.47,1,0
2004,7,10,1,29,1,1,390263,"1,000,000",0.39,0,0
2005,7,10,2,24,0,0,89105,"1,000,000",0.09,0,1
2006,7,10,3,22,0,0,36732,"1,000,000",0.04,0,1
2007,7,10,3,36,1,0,158394,"1,000,000",0.16,1,0
2008,7,10,3,31,1,0,150503,"1,000,000",0.15,0,0
2009,7,10,3,29,1,1,24827,"1,000,000",0.02,1,1
2010,7,10,2,36,0,0,422079,"1,000,000",0.42,1,1
2011,7,10,3,28,0,1,41570,"1,000,000",0.04,0,0
2012,7,10,1,29,0,1,111807,"1,000,000",0.11,0,1
2013,7,10,3,34,0,0,119086,"1,000,000",0.12,1,0
2014,7,10,4,32,0,1,300537,"1,000,000",0.3,1,0
2015,7,10,2,40,0,1,357914,"1,000,000",0.36,1,1
1955,8,10,4,40,1,1,389049,"1,000,000",0.39,1,1
1956,8,10,4,38,1,1,399951,"1,000,000",0.4,1,0
1957,8,10,3,38,0,1,219881,"1,000,000",0.22,1,1
1958,8,10,3,21,0,1,239676,"1,000,000",0.24,1,0
1959,8,10,2,29,0,0,72356,"1,000,000",0.07,1,0
1960,8,10,4,37,1,0,174934,"1,000,000",0.17,0,0
1961,8,10,1,34,1,0,381708,"1,000,000",0.38,1,1
1962,8,10,4,35,0,0,188315,"1,000,000",0.19,0,0
1963,8,10,2,39,0,1,122624,"1,000,000",0.12,0,0
1964,8,10,2,38,0,1,43319,"1,000,000",0.04,0,0
1965,8,10,1,22,0,0,150214,"1,000,000",0.15,0,1
1966,8,10,2,26,1,0,268555,"1,000,000",0.27,0,1
1967,8,10,3,35,1,0,228570,"1,000,000",0.23,0,0
1968,8,10,5,31,1,1,195048,"1,000,000",0.2,0,1
1969,8,10,1,40,1,1,405320,"1,000,000",0.41,1,1
1970,8,10,4,30,0,1,302804,"1,000,000",0.3,1,1
1971,8,10,4,33,1,0,346502,"1,000,000",0.35,1,1
1972,8,10,3,23,0,0,31180,"1,000,000",0.03,1,0
1973,8,10,1,22,0,1,154436,"1,000,000",0.15,0,0
1974,8,10,2,23,1,1,402254,"1,000,000",0.4,0,0
1975,8,10,2,23,1,0,412477,"1,000,000",0.41,0,0
1976,8,10,1,20,1,0,96155,"1,000,000",0.1,0,1
1977,8,10,3,39,1,1,92188,"1,000,000",0.09,0,0
1978,8,10,5,23,1,0,495375,"1,000,000",0.5,1,0
1979,8,10,2,29,0,0,184574,"1,000,000",0.18,1,1
1980,8,10,5,20,1,0,389998,"1,000,000",0.39,1,1
1981,8,10,3,38,0,0,130860,"1,000,000",0.13,0,0
1982,8,10,3,34,0,0,480768,"1,000,000",0.48,1,0
1983,8,10,4,30,1,1,181863,"1,000,000",0.18,1,1
1984,8,10,1,38,1,1,367008,"1,000,000",0.37,0,0
1985,8,10,1,34,0,0,325108,"1,000,000",0.33,1,1
1986,8,10,2,30,1,1,20277,"1,000,000",0.02,0,0
1987,8,10,2,30,1,0,262430,"1,000,000",0.26,0,0
1988,8,10,2,39,0,0,59950,"1,000,000",0.06,1,1
1989,8,10,5,35,1,0,32262,"1,000,000",0.03,1,1
1990,8,10,1,31,1,0,474629,"1,000,000",0.47,1,0
1991,8,10,3,37,1,0,23625,"1,000,000",0.02,0,1
1992,8,10,1,32,1,1,150234,"1,000,000",0.15,1,1
1993,8,10,2,32,1,0,81395,"1,000,000",0.08,1,1
1994,8,10,5,33,1,0,173300,"1,000,000",0.17,0,1
1995,8,10,2,31,0,0,105664,"1,000,000",0.11,1,1
1996,8,10,3,36,1,0,339152,"1,000,000",0.34,0,0
1997,8,10,5,20,0,1,303319,"1,000,000",0.3,1,1
1998,8,10,1,26,1,0,169798,"1,000,000",0.17,1,1
1999,8,10,5,24,1,0,426283,"1,000,000",0.43,0,1
2000,8,10,1,20,0,1,158556,"1,000,000",0.16,0,0
2001,8,10,1,36,0,1,11764,"1,000,000",0.01,1,0
2002,8,10,4,32,0,0,498388,"1,000,000",0.5,0,0
2003,8,10,3,24,1,0,482112,"1,000,000",0.48,0,0
2004,8,10,1,22,0,1,393600,"1,000,000",0.39,0,0
2005,8,10,2,20,0,0,497483,"1,000,000",0.5,1,0
2006,8,10,1,31,1,1,469077,"1,000,000",0.47,1,0
2007,8,10,3,37,0,1,425936,"1,000,000",0.43,0,1
2008,8,10,5,33,1,1,479114,"1,000,000",0.48,1,0
2009,8,10,1,26,0,1,189587,"1,000,000",0.19,0,0
2010,8,10,3,34,1,1,387461,"1,000,000",0.39,0,0
2011,8,10,5,32,0,1,78029,"1,000,000",0.08,0,0
2012,8,10,2,29,1,1,354657,"1,000,000",0.35,0,0
2013,8,10,1,33,1,1,205944,"1,000,000",0.21,1,0
2014,8,10,3,27,0,0,194213,"1,000,000",0.19,1,0
2015,8,10,2,39,1,1,7420,"1,000,000",0.01,0,0
1955,9,10,1,30,0,1,495512,"1,000,000",0.5,0,1
1956,9,10,3,22,1,1,496171,"1,000,000",0.5,1,1
1957,9,10,4,22,1,0,181774,"1,000,000",0.18,0,1
1958,9,10,3,38,1,1,211335,"1,000,000",0.21,1,0
1959,9,10,5,28,0,0,380529,"1,000,000",0.38,0,1
1960,9,10,3,40,0,0,303904,"1,000,000",0.3,1,0
1961,9,10,4,23,1,0,47743,"1,000,000",0.05,0,0
1962,9,10,4,29,1,1,87850,"1,000,000",0.09,1,0
1963,9,10,4,22,1,0,444009,"1,000,000",0.44,0,1
1964,9,10,1,35,1,1,288931,"1,000,000",0.29,1,1
1965,9,10,4,21,0,0,390027,"1,000,000",0.39,1,1
1966,9,10,1,38,1,0,385504,"1,000,000",0.39,1,0
1967,9,10,1,22,1,1,354989,"1,000,000",0.35,1,1
1968,9,10,3,27,0,0,347286,"1,000,000",0.35,0,1
1969,9,10,1,40,1,0,17486,"1,000,000",0.02,1,1
1970,9,10,3,37,0,0,224918,"1,000,000",0.22,1,1
1971,9,10,4,40,0,0,467846,"1,000,000",0.47,1,1
1972,9,10,3,29,0,0,108595,"1,000,000",0.11,0,1
1973,9,10,4,25,1,1,214514,"1,000,000",0.21,0,0
1974,9,10,1,39,1,0,183110,"1,000,000",0.18,0,0
1975,9,10,4,37,1,0,271001,"1,000,000",0.27,1,0
1976,9,10,1,40,0,1,194052,"1,000,000",0.19,0,1
1977,9,10,4,32,0,1,120805,"1,000,000",0.12,1,0
1978,9,10,2,28,1,1,36940,"1,000,000",0.04,0,1
1979,9,10,3,30,1,1,269470,"1,000,000",0.27,0,0
1980,9,10,4,34,0,0,215946,"1,000,000",0.22,0,0
1981,9,10,3,30,1,1,132182,"1,000,000",0.13,1,1
1982,9,10,4,23,1,1,383826,"1,000,000",0.38,0,1
1983,9,10,5,34,0,0,484142,"1,000,000",0.48,0,0
